usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-26213f,S-a4da5e,2024-12-15,feature_35,7,2948,0,False
U-a2dcaf,S-a4da5e,2024-01-03,feature_8,10,527,0,False
U-29fca3,S-a4da5e,2023-09-15,feature_35,11,1260,0,False
U-32c9da,S-a4da5e,2024-09-22,feature_17,8,1176,2,False
U-114411,S-a4da5e,2023-08-16,feature_5,12,6403,1,False
U-bcd478,S-a4da5e,2024-07-26,feature_5,12,2453,0,False
U-577330,S-a4da5e,2024-11-16,feature_39,4,5050,0,False
U-a8e36e,S-a4da5e,2024-09-11,feature_28,14,1024,0,False
U-9d1037,S-a4da5e,2024-05-18,feature_35,11,578,1,False
U-e91fa1,S-a4da5e,2024-11-13,feature_11,11,350,0,False
U-10d7e6,S-a4da5e,2024-02-19,feature_38,11,1852,1,False
U-6465ce,S-a4da5e,2023-06-09,feature_38,9,1394,1,False
U-068722,S-a4da5e,2024-07-20,feature_13,13,3610,0,False
U-c5b737,S-a4da5e,2024-07-09,feature_37,12,4025,0,False
U-6aa229,S-a4da5e,2024-10-08,feature_11,10,356,0,False
U-e9aa99,S-a4da5e,2023-12-30,feature_13,13,2528,0,False
U-2ca7ed,S-a4da5e,2023-07-22,feature_17,11,2129,0,False
U-ca2a2e,S-a4da5e,2023-06-26,feature_39,9,3788,0,False
U-58044a,S-a4da5e,2023-11-23,feature_38,13,9087,0,False
U-fe99da,S-d7cc45,2024-06-05,feature_35,19,4456,0,False
U-efab54,S-d7cc45,2024-10-04,feature_13,11,4527,0,False
U-d3002e,S-d7cc45,2024-10-05,feature_25,12,3724,0,False
U-529682,S-d7cc45,2024-09-18,feature_23,11,4138,0,False
U-503b9c,S-d7cc45,2024-12-03,feature_40,12,3310,0,False
U-83d1d1,S-d7cc45,2024-11-20,feature_3,14,1740,0,True
U-7fabe9,S-d7cc45,2024-07-04,feature_24,8,3173,0,False
U-49830f,S-d7cc45,2024-06-19,feature_13,10,3332,0,False
U-ab4843,S-d7cc45,2024-07-03,feature_31,10,4681,0,True
U-395694,S-d7cc45,2024-12-06,feature_17,16,2016,0,False
U-ff60a8,S-d7cc45,2024-06-18,feature_26,7,3408,0,False
U-598024,S-d7cc45,2024-10-15,feature_10,12,1267,0,False
U-024385,S-d7cc45,2024-10-23,feature_8,18,1694,1,False
U-b18595,S-d7cc45,2024-07-14,feature_12,12,9629,1,False
U-9597ce,S-d7cc45,2024-07-16,feature_3,11,2868,0,False
U-5a15fd,S-d7cc45,2024-11-25,feature_12,9,3344,0,True
U-c0f2f8,S-d7cc45,2024-08-27,feature_21,15,2249,0,False
U-8a170f,S-d7cc45,2024-09-13,feature_23,16,1211,0,False
U-5e88c4,S-d7cc45,2024-08-22,feature_31,9,4653,0,False
U-7994b8,S-d7cc45,2024-07-06,feature_10,9,872,0,False
U-e9105e,S-d7cc45,2024-08-31,feature_24,9,2469,1,True
U-9bf54d,S-d7cc45,2024-07-25,feature_40,14,1390,0,False
U-524824,S-d7cc45,2024-08-01,feature_12,13,2160,0,False
U-4d075f,S-d7cc45,2024-07-10,feature_31,16,2548,0,True
U-7bac74,S-d7cc45,2024-10-10,feature_35,11,3258,1,False
U-7b9aca,S-d7cc45,2024-07-29,feature_12,14,1495,0,False
U-665f37,S-d7cc45,2024-07-02,feature_19,13,6055,0,False
U-848110,S-d7cc45,2024-11-19,feature_8,10,3043,0,False
U-42ad9b,S-d7cc45,2024-09-29,feature_13,10,2088,1,False
U-80a1ab,S-d7cc45,2024-11-30,feature_8,12,2109,0,False
U-cbdaeb,S-d7cc45,2024-11-13,feature_8,9,5952,0,True
U-151cc5,S-d7cc45,2024-08-16,feature_35,12,1136,0,False
U-928157,S-d7cc45,2024-09-26,feature_36,18,1847,0,False
U-67ff75,S-d7cc45,2024-12-28,feature_30,8,2248,0,False
U-651c35,S-d7cc45,2024-08-13,feature_35,7,4779,0,False
U-11f896,S-d7cc45,2024-07-18,feature_10,12,1768,0,False
U-b931dd,S-d7cc45,2024-07-02,feature_31,13,681,0,False
U-20d417,S-70c1ec,2023-11-09,feature_25,19,3021,0,False
U-48b6aa,S-70c1ec,2023-10-03,feature_31,9,3537,0,False
U-b0d7b3,S-70c1ec,2023-12-22,feature_32,12,4591,0,True
U-8cf0bf,S-70c1ec,2024-03-28,feature_40,11,5080,2,False
U-7f51a7,S-70c1ec,2024-01-08,feature_31,2,1064,0,False
U-7cf67d,S-70c1ec,2023-11-15,feature_23,11,4364,0,False
U-781fd8,S-70c1ec,2023-11-29,feature_25,15,5234,3,False
U-8df050,S-70c1ec,2024-02-15,feature_23,6,1642,0,False
U-ba1d70,S-70c1ec,2023-12-25,feature_31,7,581,1,False
U-00433b,S-70c1ec,2024-01-05,feature_32,13,2169,0,True
U-ab17e5,S-70c1ec,2024-01-21,feature_9,12,1108,0,False
U-d6abec,S-70c1ec,2024-03-02,feature_3,8,2883,0,False
U-62b6b3,S-70c1ec,2024-01-26,feature_3,6,6738,1,False
U-f325fb,S-70c1ec,2024-02-13,feature_31,8,4528,2,True
U-32e101,S-51c736,2023-11-10,feature_9,7,2894,1,True
U-bf1cab,S-51c736,2024-01-14,feature_37,5,5725,1,False
U-2959fe,S-51c736,2024-03-09,feature_25,9,3862,0,False
U-475af2,S-51c736,2024-05-17,feature_23,5,2391,0,False
U-1f5df4,S-51c736,2023-11-29,feature_24,11,1102,0,False
U-f4d811,S-51c736,2023-10-17,feature_25,14,11200,0,False
U-5335bf,S-51c736,2023-09-19,feature_40,10,3328,1,False
U-769187,S-51c736,2023-12-27,feature_13,9,762,0,False
U-a40007,S-51c736,2024-01-26,feature_18,8,3620,0,True
U-0073ae,S-51c736,2024-01-05,feature_31,10,1720,0,False
U-44a6f9,S-51c736,2023-08-24,feature_32,6,4318,1,False
U-ba56f9,S-51c736,2023-11-08,feature_5,12,2385,1,False
U-e0306f,S-51c736,2023-07-18,feature_5,8,2111,2,False
U-68f06e,S-51c736,2023-11-30,feature_37,13,917,0,False
U-3fba7a,S-51c736,2023-08-29,feature_5,11,6863,2,False
U-10e841,S-51c736,2024-04-19,feature_24,8,4880,0,False
U-49502c,S-51c736,2024-03-11,feature_25,7,5018,0,False
U-89bdf7,S-51c736,2024-02-09,feature_18,7,2127,0,False
U-a36775,S-51c736,2023-07-30,feature_31,5,3230,1,False
U-edc9f2,S-51c736,2023-11-08,feature_26,7,1987,1,True
U-add327,S-eba82f,2023-08-29,feature_37,8,4612,0,False
U-feb9b1,S-eba82f,2024-01-06,feature_31,11,1621,4,True
U-111695,S-eba82f,2024-01-30,feature_23,6,305,1,False
U-e3830b,S-eba82f,2023-12-30,feature_3,7,2853,0,False
U-a6e07f,S-eba82f,2023-10-23,feature_9,5,734,1,False
U-34f3b4,S-eba82f,2023-12-17,feature_25,8,3604,0,False
U-95b4c6,S-eba82f,2024-01-23,feature_23,9,6355,1,False
U-4dc0ee,S-eba82f,2023-10-22,feature_25,10,821,0,False
U-d86305,S-eba82f,2023-12-09,feature_9,11,2233,1,False
U-eda3b3,S-eba82f,2023-07-14,feature_25,8,2558,0,False
U-43c07d,S-eba82f,2023-08-10,feature_9,10,178,1,False
U-6423b7,S-eba82f,2024-02-20,feature_13,5,1248,0,False
U-d9a955,S-eba82f,2023-10-14,feature_13,12,2518,1,False
U-b16936,S-eba82f,2024-02-22,feature_31,8,876,0,False
U-0c128d,S-eba82f,2024-01-14,feature_13,11,1324,0,False
U-93bcb0,S-eba82f,2023-10-08,feature_18,12,6522,0,False
U-27741c,S-eba82f,2024-02-19,feature_18,10,3187,1,False
U-051cd5,S-eba82f,2023-07-28,feature_26,11,1339,1,False
U-92b181,S-eba82f,2023-08-08,feature_32,11,1704,0,False
U-cbfd77,S-eba82f,2023-10-22,feature_40,5,677,1,False
U-19dcc2,S-eba82f,2024-01-08,feature_18,9,1206,0,False
U-07ca87,S-eba82f,2023-09-18,feature_9,5,1390,3,False
U-bee034,S-eba82f,2023-09-26,feature_31,13,77,1,True
U-6446bb,S-b8b5bf,2023-11-05,feature_5,7,3112,0,False
U-adf3a7,S-b8b5bf,2023-07-29,feature_9,5,8656,0,True
U-09924a,S-b8b5bf,2023-12-14,feature_3,8,3480,1,False
U-4edc71,S-b8b5bf,2024-06-02,feature_26,2,928,0,False
U-e5a138,S-b8b5bf,2024-06-30,feature_40,4,413,2,False
U-071a14,S-b8b5bf,2023-09-29,feature_5,5,1916,1,False
U-7b1b76,S-b8b5bf,2024-01-31,feature_26,8,1957,0,False
U-f01ed6,S-b8b5bf,2024-05-29,feature_23,3,3315,1,False
U-ff7d81,S-b8b5bf,2023-11-17,feature_31,10,3982,0,False
U-7184c9,S-b8b5bf,2023-09-15,feature_3,6,2099,1,False
U-81a0c5,S-b8b5bf,2023-07-18,feature_32,5,1540,1,False
U-1521f1,S-b8b5bf,2023-07-25,feature_13,4,2476,1,False
U-a8561a,S-b8b5bf,2024-03-26,feature_3,1,1444,2,False
U-6f9282,S-b8b5bf,2023-08-22,feature_13,15,5232,1,False
U-64e3e9,S-b8b5bf,2023-08-25,feature_31,10,9631,0,False
U-74ac91,S-b8b5bf,2024-02-06,feature_18,6,971,0,False
U-635963,S-b8b5bf,2024-03-17,feature_24,4,1271,0,False
U-b46024,S-50bddf,2024-08-31,feature_11,6,1738,2,False
U-82277a,S-50bddf,2024-09-13,feature_30,4,258,1,False
U-3412b7,S-50bddf,2024-09-25,feature_14,6,631,2,False
U-d32a81,S-50bddf,2024-10-18,feature_30,0,2425,0,False
U-213e3a,S-50bddf,2024-09-03,feature_39,6,5182,1,False
U-bc5bc5,S-50bddf,2024-09-23,feature_2,5,1237,1,False
U-3b7f60,S-50bddf,2024-11-20,feature_28,3,567,1,False
U-9df3eb,S-50bddf,2024-10-19,feature_14,11,4296,1,False
U-73e4c2,S-50bddf,2024-11-20,feature_14,4,5169,2,False
U-c4f84c,S-50bddf,2024-09-02,feature_13,9,1020,0,False
U-d8310a,S-50bddf,2024-09-26,feature_13,2,8978,1,False
U-d57d43,S-50bddf,2024-09-13,feature_20,10,5418,1,False
U-2ca457,S-50bddf,2024-11-14,feature_39,2,1588,1,False
U-63f76c,S-50bddf,2024-11-10,feature_36,5,1777,3,True
U-8c759d,S-50bddf,2024-10-09,feature_23,4,5541,0,False
U-cc607b,S-50bddf,2024-09-18,feature_11,6,2336,2,False
U-4fbc15,S-50bddf,2024-10-07,feature_28,5,714,0,False
U-b61466,S-50bddf,2024-11-07,feature_13,3,1761,1,True
U-64269d,S-50bddf,2024-10-10,feature_23,5,2696,0,False
U-0c15d4,S-50bddf,2024-10-27,feature_30,3,277,0,False
U-c867db,S-50bddf,2024-10-20,feature_32,8,1611,2,True
U-6f00e9,S-50bddf,2024-09-03,feature_39,3,2058,2,False
U-61fc72,S-5e39ee,2024-12-23,feature_24,9,7223,0,True
U-9e9a95,S-5e39ee,2024-12-26,feature_23,7,264,0,False
U-101b7c,S-5e39ee,2024-12-21,feature_24,2,2777,0,False
U-b17f17,S-5e39ee,2024-12-23,feature_24,9,850,3,False
U-e6af65,S-5e39ee,2024-12-28,feature_38,7,1150,1,False
U-a04f68,S-5e39ee,2024-12-27,feature_9,13,2752,0,False
U-4986cd,S-5e39ee,2024-12-29,feature_24,4,1228,3,False
U-cc735d,S-5e39ee,2024-12-25,feature_24,6,5542,4,True
U-93752d,S-5e39ee,2024-12-21,feature_24,15,5004,0,True
U-e16176,S-5e39ee,2024-12-29,feature_23,8,1001,1,False
U-8314b7,S-5e39ee,2024-12-30,feature_29,6,3634,0,False
U-14538c,S-5e39ee,2024-12-24,feature_24,10,3244,1,False
U-3f56ea,S-5e39ee,2024-12-20,feature_2,10,3372,0,False
U-1a7928,S-5e39ee,2024-12-22,feature_9,6,977,1,False
U-76a481,S-5e39ee,2024-12-28,feature_2,7,473,2,False
U-51c3ff,S-5e39ee,2024-12-19,feature_30,8,6046,0,False
U-248e47,S-5e39ee,2024-12-22,feature_23,8,4736,2,False
U-acc403,S-987de3,2024-11-16,feature_40,12,1496,1,False
U-99026b,S-987de3,2024-11-06,feature_23,8,2404,0,False
U-d602c6,S-987de3,2024-12-06,feature_24,10,4767,2,False
U-935a54,S-987de3,2024-11-09,feature_5,6,10946,0,False
U-fba8ff,S-987de3,2024-12-13,feature_5,7,5137,0,False
U-564bc8,S-987de3,2024-11-27,feature_32,12,8029,0,False
U-ce2a18,S-987de3,2024-12-22,feature_29,19,1695,0,False
U-fc807d,S-987de3,2024-11-25,feature_5,8,3693,0,False
U-91218d,S-987de3,2024-11-24,feature_3,8,2235,0,False
U-11bb9c,S-987de3,2024-11-26,feature_8,13,1895,1,False
U-767249,S-987de3,2024-12-13,feature_37,5,3349,0,False
U-ccb321,S-987de3,2024-11-10,feature_29,11,1778,0,False
U-c67892,S-987de3,2024-11-21,feature_5,6,3215,0,False
U-43790c,S-987de3,2024-11-17,feature_22,9,3456,1,False
U-b21798,S-987de3,2024-11-24,feature_22,7,360,0,False
U-15f4c6,S-987de3,2024-12-25,feature_12,13,1334,0,False
U-1088a9,S-987de3,2024-12-08,feature_16,8,384,0,False
U-1d0df8,S-987de3,2024-12-01,feature_19,8,275,0,False
U-849999,S-987de3,2024-11-08,feature_28,6,1936,0,False
U-7782af,S-987de3,2024-12-05,feature_28,10,583,0,False
U-4ed03a,S-987de3,2024-12-18,feature_20,8,2307,0,False
U-3e2ace,S-987de3,2024-11-22,feature_3,14,1349,0,False
U-21871e,S-987de3,2024-12-25,feature_32,16,5557,0,True
U-f49ddf,S-987de3,2024-11-22,feature_12,14,946,0,False
U-dc4a71,S-987de3,2024-11-10,feature_23,11,750,0,False
U-d6d7d9,S-987de3,2024-12-20,feature_24,10,11491,0,False
U-700cbe,S-987de3,2024-12-04,feature_20,11,1522,0,False
U-f03a8f,S-987de3,2024-12-02,feature_16,8,3614,0,True
U-41b27e,S-987de3,2024-12-26,feature_5,8,6449,0,False
U-fb16e9,S-987de3,2024-12-20,feature_40,2,2884,2,False
U-f89b3e,S-2dc178,2024-12-25,feature_29,14,583,0,False
U-b5d340,S-2dc178,2024-12-09,feature_16,18,1952,0,False
U-d3a530,S-2dc178,2024-12-13,feature_37,11,1176,0,False
U-697fd4,S-2dc178,2024-12-02,feature_14,10,3361,1,False
U-44b306,S-2dc178,2024-12-15,feature_29,11,1398,0,False
U-a368e0,S-2dc178,2024-12-20,feature_37,11,1592,0,False
U-da7fb3,S-2dc178,2024-12-09,feature_23,9,2325,0,False
U-abd6d3,S-2dc178,2024-12-25,feature_16,8,2177,0,True
U-8391d7,S-2dc178,2024-12-28,feature_40,12,692,0,False
U-504ce4,S-2dc178,2024-12-18,feature_12,11,2163,0,False
U-0c2d50,S-2dc178,2024-12-09,feature_19,7,4901,0,False
U-492a0d,S-2dc178,2024-12-22,feature_14,10,3890,0,False
U-7183f1,S-2dc178,2024-12-10,feature_37,7,7078,0,False
U-f4110c,S-2dc178,2024-12-06,feature_23,17,4517,1,False
U-2bf1b3,S-2dc178,2024-12-10,feature_30,8,2718,0,False
U-e0a58a,S-2dc178,2024-12-14,feature_37,7,4491,0,True
U-fceb37,S-2dc178,2024-12-08,feature_12,11,8834,0,False
U-645b35,S-2dc178,2024-12-11,feature_20,16,4506,0,False
U-3e0b5f,S-2dc178,2024-12-13,feature_20,8,1285,0,False
U-f17d2e,S-2dc178,2024-12-23,feature_40,14,5260,0,False
U-2192b8,S-2dc178,2024-12-26,feature_19,8,970,0,False
U-21f421,S-2dc178,2024-12-25,feature_24,15,2478,1,False
U-06edaa,S-2dc178,2024-12-07,feature_29,13,783,0,False
U-139c43,S-2dc178,2024-12-25,feature_30,11,7023,1,False
U-fc9550,S-2dc178,2024-12-20,feature_28,5,2030,2,False
U-42d48e,S-2dc178,2024-12-08,feature_29,9,5083,0,False
U-dce3f3,S-2dc178,2024-12-12,feature_40,12,3554,1,False
U-e79326,S-2dc178,2024-12-12,feature_28,15,547,0,False
U-251cc9,S-2dc178,2024-12-14,feature_3,10,3215,0,False
U-540b55,S-2dc178,2024-12-26,feature_12,16,5785,1,False
U-f4a801,S-2dc178,2024-12-13,feature_12,14,401,0,False
U-8e74bb,S-0af3c1,2024-11-18,feature_23,8,3079,0,False
U-29cc83,S-0af3c1,2024-10-16,feature_16,8,1378,0,False
U-731072,S-0af3c1,2024-10-24,feature_37,5,3469,0,False
U-cb6cee,S-0af3c1,2024-12-05,feature_2,14,2753,0,False
U-6654a5,S-0af3c1,2024-04-25,feature_16,19,1881,0,False
U-af4549,S-0af3c1,2024-08-08,feature_1,22,4517,0,False
U-c1e376,S-0af3c1,2024-04-21,feature_2,15,3310,0,False
U-8e6293,S-0af3c1,2024-10-19,feature_22,13,1313,0,False
U-6408e6,S-0af3c1,2024-07-19,feature_2,12,5940,0,False
U-ec1d0f,S-0af3c1,2024-10-11,feature_30,10,1215,1,False
U-47e0c1,S-0af3c1,2024-04-21,feature_29,10,4627,0,False
U-861deb,S-0af3c1,2024-09-12,feature_1,7,1428,0,True
U-c7cb85,S-0af3c1,2024-04-18,feature_20,17,7366,2,False
U-5b5586,S-0af3c1,2024-06-27,feature_3,9,1775,0,False
U-adbb99,S-0af3c1,2024-08-18,feature_37,17,3360,0,False
U-0d1464,S-0af3c1,2024-10-02,feature_13,10,2811,2,False
U-307284,S-0af3c1,2024-08-08,feature_22,14,3064,1,False
U-87c712,S-0af3c1,2024-10-14,feature_37,12,867,3,False
U-1ceacb,S-0af3c1,2024-05-06,feature_1,9,989,0,False
U-3c70f0,S-0af3c1,2024-09-18,feature_39,17,2473,0,False
U-1fb812,S-0af3c1,2024-07-06,feature_29,12,1863,0,False
U-2bd26e,S-0af3c1,2024-04-30,feature_33,5,1045,0,False
U-b9cfaa,S-0af3c1,2024-11-18,feature_35,10,3733,0,False
U-83aa52,S-0af3c1,2024-12-24,feature_33,5,4402,0,False
U-ddd579,S-39eeef,2024-11-07,feature_21,7,2036,0,True
U-cd3e22,S-39eeef,2024-10-27,feature_35,15,2489,0,True
U-619902,S-39eeef,2024-10-18,feature_12,11,693,1,False
U-f13d10,S-39eeef,2024-11-02,feature_8,8,4534,0,False
U-64164c,S-39eeef,2024-12-03,feature_17,13,1782,0,False
U-098d4b,S-39eeef,2024-11-06,feature_23,9,3936,1,False
U-fe37c8,S-39eeef,2024-11-06,feature_18,6,1188,0,False
U-7219b3,S-39eeef,2024-11-03,feature_37,9,2754,0,False
U-996f59,S-39eeef,2024-10-21,feature_16,8,2177,0,False
U-f67ad1,S-39eeef,2024-11-29,feature_4,16,2882,0,False
U-b5e543,S-39eeef,2024-12-10,feature_18,10,4452,0,False
U-4158fb,S-39eeef,2024-12-29,feature_8,12,2112,0,False
U-f58d04,S-39eeef,2024-10-31,feature_18,10,4861,0,False
U-ca0920,S-39eeef,2024-10-26,feature_11,10,5528,0,False
U-f50f94,S-39eeef,2024-12-08,feature_10,11,704,0,False
U-0baf69,S-39eeef,2024-11-08,feature_8,10,3166,0,False
U-743406,S-39eeef,2024-11-22,feature_31,7,782,0,False
U-7db1df,S-39eeef,2024-12-08,feature_31,7,4775,1,False
U-b962ac,S-39eeef,2024-11-15,feature_33,10,1382,0,False
U-f69193,S-39eeef,2024-11-11,feature_4,10,1977,0,False
U-ba981e,S-39eeef,2024-11-17,feature_23,10,2904,0,False
U-7e9ce7,S-39eeef,2024-11-18,feature_11,14,2639,1,False
U-455a61,S-39eeef,2024-10-14,feature_4,10,4131,0,False
U-fd8f78,S-c52d28,2023-11-08,feature_35,11,2786,1,False
U-3e9d77,S-c52d28,2023-10-17,feature_36,13,368,0,False
U-e495e1,S-c52d28,2024-12-08,feature_34,6,1043,0,False
U-a755bc,S-c52d28,2024-08-21,feature_12,13,704,1,False
U-ed083b,S-c52d28,2024-08-22,feature_3,3,4548,0,False
U-cb93e3,S-c52d28,2024-03-23,feature_22,10,7093,2,False
U-7810ed,S-c52d28,2024-05-21,feature_12,10,3259,0,False
U-96134a,S-c52d28,2024-06-15,feature_6,7,2760,1,False
U-07938d,S-c52d28,2024-09-17,feature_38,8,1839,1,False
U-586c4e,S-c52d28,2024-05-24,feature_38,5,3891,1,False
U-a1f906,S-c52d28,2024-02-23,feature_3,10,2145,0,False
U-0bc969,S-c0e435,2024-04-17,feature_26,18,1362,1,True
U-c1161a,S-c0e435,2024-07-17,feature_36,11,4232,0,False
U-4a6fd8,S-c0e435,2024-07-28,feature_10,7,1101,0,False
U-7ee9a2,S-c0e435,2024-05-14,feature_35,8,3087,0,False
U-5d0047,S-c0e435,2024-04-16,feature_40,12,3678,0,False
U-4fe881,S-c0e435,2024-07-20,feature_14,9,2626,0,False
U-c29126,S-c0e435,2024-08-16,feature_26,6,6301,0,False
U-8c0bba,S-c0e435,2024-10-18,feature_36,7,731,0,False
U-a0ca28,S-c0e435,2024-10-15,feature_14,7,2767,0,False
U-9c3920,S-c0e435,2024-04-13,feature_4,8,8240,2,True
U-864f90,S-c0e435,2024-07-26,feature_4,6,6052,0,False
U-d0d612,S-c0e435,2024-11-17,feature_9,12,842,2,False
U-2382d1,S-c0e435,2024-09-08,feature_26,10,1534,0,False
U-83e301,S-c0e435,2024-11-20,feature_14,9,551,0,False
U-0ac569,S-c0e435,2024-12-17,feature_10,7,6441,0,False
U-a62d73,S-c0e435,2024-06-26,feature_34,8,266,2,False
U-cc1c60,S-c0e435,2024-05-01,feature_26,7,3165,0,False
U-04df00,S-c0e435,2024-04-17,feature_36,11,722,0,False
U-181ac7,S-c0e435,2024-04-29,feature_35,9,2447,0,False
U-c3948d,S-c0e435,2024-10-02,feature_35,11,3935,0,False
U-0bb52b,S-c0e435,2024-04-27,feature_26,10,3067,0,False
U-becb15,S-772373,2024-08-29,feature_30,11,3139,0,False
U-572482,S-772373,2024-02-01,feature_25,14,779,1,False
U-b69613,S-772373,2024-03-25,feature_30,11,2453,2,False
U-88024a,S-772373,2024-06-15,feature_9,12,1882,0,False
U-01358b,S-772373,2024-05-22,feature_10,8,6053,0,False
U-7d06aa,S-772373,2024-11-26,feature_14,6,2906,1,True
U-2efff5,S-772373,2024-08-17,feature_34,7,1163,0,False
U-ed144a,S-772373,2024-01-05,feature_26,13,3016,0,False
U-0c75b9,S-772373,2024-02-03,feature_30,8,519,0,True
U-440c54,S-772373,2024-07-23,feature_14,9,3279,1,False
U-9c5940,S-772373,2024-03-06,feature_14,14,506,1,False
U-17f070,S-772373,2024-02-23,feature_34,9,3446,0,True
U-72482c,S-772373,2024-12-26,feature_8,12,3636,1,False
U-ec5824,S-772373,2024-09-09,feature_9,9,3719,0,False
U-e332ad,S-772373,2024-04-05,feature_34,10,7857,0,False
U-10fcc9,S-ae00a0,2024-12-09,feature_8,8,2029,2,False
U-6deb48,S-ae00a0,2024-11-27,feature_36,4,2476,0,True
U-059d3a,S-ae00a0,2024-12-17,feature_27,12,3639,1,False
U-cc5128,S-ae00a0,2024-11-08,feature_16,5,3102,0,False
U-f01d05,S-ae00a0,2024-11-14,feature_33,9,1731,0,False
U-62a754,S-ae00a0,2024-12-12,feature_27,6,2542,0,False
U-a1d758,S-ae00a0,2024-12-09,feature_31,12,1623,1,False
U-bcaf5d,S-ae00a0,2024-12-03,feature_31,4,278,0,False
U-2be166,S-ae00a0,2024-12-12,feature_29,7,1706,0,False
U-5fbdbd,S-ae00a0,2024-12-28,feature_35,9,2163,1,False
U-d220ff,S-ae00a0,2024-11-11,feature_37,10,2438,1,False
U-05ccf8,S-ae00a0,2024-11-23,feature_27,14,2014,0,False
U-348251,S-ae00a0,2024-11-20,feature_35,14,5386,1,False
U-acaa93,S-ae00a0,2024-12-27,feature_37,11,3207,3,False
U-6071d9,S-ae00a0,2024-11-14,feature_15,11,5143,3,False
U-a4bbfb,S-ae00a0,2024-11-24,feature_35,12,318,1,False
U-f64de0,S-ae00a0,2024-12-25,feature_29,14,3020,1,False
U-8e433c,S-ae00a0,2024-12-12,feature_15,6,1466,1,False
U-a2f65f,S-ae00a0,2024-11-05,feature_20,9,5779,0,False
U-acce6b,S-ae00a0,2024-12-28,feature_33,8,3967,0,False
U-ec158e,S-ae00a0,2024-11-07,feature_16,12,2032,1,True
U-d0971c,S-ae00a0,2024-12-03,feature_36,10,6545,0,True
U-b6362b,S-ae00a0,2024-11-17,feature_37,6,12696,1,False
U-be716e,S-ae00a0,2024-12-10,feature_20,6,3241,1,False
U-ccb375,S-a779e2,2024-11-05,feature_8,7,1683,0,True
U-09d436,S-a779e2,2024-10-22,feature_8,8,409,0,False
U-34b59c,S-a779e2,2024-12-11,feature_27,11,1003,0,False
U-0d7dec,S-a779e2,2024-10-28,feature_16,10,3187,0,False
U-528465,S-a779e2,2024-11-17,feature_20,4,3575,1,False
U-0951f3,S-a779e2,2024-12-19,feature_16,4,1001,0,False
U-1fb889,S-a779e2,2024-11-19,feature_36,11,612,0,False
U-6be7ac,S-a779e2,2024-11-23,feature_36,9,1824,1,False
U-ac8fbe,S-a779e2,2024-12-28,feature_33,9,2532,1,True
U-ddce2a,S-a779e2,2024-12-24,feature_20,7,1281,0,False
U-880b41,S-a779e2,2024-10-27,feature_27,11,2156,0,False
U-21953d,S-a779e2,2024-12-21,feature_27,8,1870,1,True
U-11952c,S-a779e2,2024-11-25,feature_20,16,1377,2,False
U-5389bd,S-a779e2,2024-12-16,feature_31,11,3758,0,False
U-fda1d2,S-a779e2,2024-11-15,feature_29,12,1367,0,False
U-b27166,S-a779e2,2024-12-27,feature_20,6,2084,1,False
U-29315b,S-a779e2,2024-12-16,feature_28,13,2439,2,True
U-d1afdf,S-a779e2,2024-11-21,feature_16,10,2899,0,False
U-ed9e6c,S-a779e2,2024-11-15,feature_33,2,3005,0,False
U-3d8ad2,S-a779e2,2024-11-04,feature_37,9,4975,0,False
U-c9f86f,S-a779e2,2024-11-09,feature_37,14,759,1,False
U-5d5240,S-a779e2,2024-11-21,feature_15,11,1769,1,True
U-67f7b7,S-a779e2,2024-11-15,feature_32,9,3107,1,False
U-b01e67,S-a779e2,2024-12-05,feature_32,18,3414,0,False
U-b50fe4,S-a779e2,2024-12-05,feature_11,4,1371,1,False
U-512ed5,S-2b0676,2024-11-13,feature_37,13,6803,0,False
U-f78ef5,S-2b0676,2024-09-02,feature_31,13,2944,0,False
U-d8148b,S-2b0676,2024-12-12,feature_37,13,590,1,False
U-3697bf,S-2b0676,2024-08-19,feature_36,12,3774,0,False
U-44e368,S-2b0676,2024-08-05,feature_29,11,549,0,False
U-94d14a,S-2b0676,2024-09-01,feature_8,7,2413,1,False
U-8b5140,S-2b0676,2024-11-27,feature_28,8,1922,0,True
U-bee2a8,S-2b0676,2024-11-13,feature_33,8,3339,0,False
U-8d866b,S-2b0676,2024-12-12,feature_32,6,694,1,False
U-9162cb,S-2b0676,2024-10-28,feature_11,14,3934,0,False
U-83e12b,S-2b0676,2024-12-17,feature_20,13,3131,0,False
U-ed3618,S-2b0676,2024-10-15,feature_27,9,1093,1,False
U-72b110,S-2b0676,2024-12-17,feature_20,3,1015,0,False
U-7ada97,S-2b0676,2024-12-09,feature_37,14,1122,0,True
U-bb08f2,S-2b0676,2024-10-04,feature_32,8,4702,0,False
U-cd00bb,S-2b0676,2024-07-18,feature_35,12,1344,1,False
U-2d56a2,S-2b0676,2024-12-28,feature_8,10,1839,1,False
U-45a418,S-2b0676,2024-10-08,feature_11,10,2527,0,False
U-3880a1,S-8140fd,2024-11-06,feature_35,6,718,1,False
U-5eca34,S-8140fd,2024-11-30,feature_31,14,878,0,False
U-ce9109,S-8140fd,2024-11-12,feature_27,14,770,1,False
U-6dccaa,S-8140fd,2024-11-03,feature_27,17,7945,0,False
U-c606b8,S-8140fd,2024-12-11,feature_11,10,756,0,True
U-fd3bff,S-8140fd,2024-10-30,feature_36,10,1759,1,False
