subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-642fbf,A-e2cd1b,2024-05-02,,Basic,88,3785,45420,False,False,False,False,monthly,True
S-7da878,A-180abf,2024-03-03,,Basic,19,582,6984,False,False,False,False,annual,True
S-6a7fe7,A-180abf,2024-03-09,,Enterprise,27,3781,45372,False,False,False,False,annual,False
S-6ca3da,A-180abf,2024-01-12,,Basic,3,137,1644,False,False,False,False,annual,True
S-9c3c1c,A-f17767,2023-04-05,,Basic,21,942,11304,False,False,True,False,annual,True
S-99b4c0,A-f17767,2023-03-13,,Enterprise,18,3273,39276,False,False,False,False,annual,True
S-bc0bc8,A-5a184f,2023-11-29,,Pro,21,1790,21480,False,False,False,False,monthly,True
S-90ffc0,A-7df7a7,2023-06-08,,Enterprise,3,0,0,True,False,False,False,annual,True
S-6dae9b,A-7df7a7,2024-06-07,,Pro,8,0,0,True,False,False,False,annual,True
S-5d8c34,A-1ac5e0,2024-11-12,,Basic,7,292,3504,False,True,False,False,annual,True
S-1ab469,A-1ac5e0,2024-11-03,,Enterprise,100,0,0,True,False,False,False,monthly,True
S-c472cd,A-52dd88,2023-05-02,,Pro,56,3948,47376,False,False,False,False,monthly,True
S-bdcd63,A-52dd88,2023-11-29,,Pro,55,4038,48456,False,False,False,False,monthly,False
S-f06bca,A-52dd88,2024-05-31,,Enterprise,59,0,0,True,False,False,False,monthly,True
S-7e32a5,A-52dd88,2023-09-10,,Enterprise,15,2538,30456,False,False,False,False,annual,True
S-774f6a,A-bece89,2024-06-20,,Enterprise,13,2205,26460,False,False,False,False,monthly,True
S-2ff1a9,A-bece89,2024-03-18,,Basic,27,1070,12840,False,False,False,False,annual,False
S-2ccd9b,A-bece89,2024-03-31,,Enterprise,34,5529,66348,False,False,False,False,annual,True
S-bc9b09,A-029f69,2024-07-25,,Enterprise,56,7094,85128,False,False,False,False,annual,False
S-36c1c4,A-029f69,2024-08-28,,Enterprise,16,2685,32220,False,False,False,False,monthly,False
S-cc03c5,A-029f69,2024-03-13,,Enterprise,42,7334,88008,False,False,True,False,monthly,True
S-70b147,A-029f69,2024-10-22,,Pro,5,0,0,True,False,False,False,annual,False
S-c7f843,A-5c046d,2024-07-06,,Enterprise,8,1428,17136,False,False,False,False,monthly,True
S-c79549,A-5c046d,2024-10-02,,Basic,62,0,0,True,False,False,False,monthly,True
S-4fbd40,A-5c046d,2024-08-06,,Pro,12,730,8760,False,False,False,False,monthly,True
S-0dda93,A-fb186e,2024-11-04,,Enterprise,41,6745,80940,False,False,False,False,monthly,False
S-c8908b,A-fb186e,2024-10-27,,Pro,2,189,2268,False,False,False,False,monthly,False
S-c20d47,A-ae052e,2024-05-08,,Pro,46,3482,41784,False,False,False,False,annual,True
S-a7fd63,A-ae052e,2023-09-28,,Basic,4,0,0,True,False,False,False,monthly,True
S-fbc772,A-9f9299,2024-06-26,,Basic,59,2287,27444,False,False,False,False,monthly,True
S-682a9d,A-9f9299,2023-12-12,2024-06-27,Enterprise,5,970,11640,False,False,True,True,annual,True
S-036e3f,A-9f9299,2023-09-12,,Pro,2,132,1584,False,False,False,False,monthly,True
S-f1547e,A-9f9299,2023-09-03,,Pro,17,1232,14784,False,False,False,False,monthly,False
S-6a295e,A-96e141,2023-09-25,2024-06-07,Enterprise,14,2156,25872,False,False,True,True,annual,False
S-c39567,A-117171,2024-10-15,,Enterprise,93,17275,207300,False,False,False,False,monthly,True
S-d403d4,A-117171,2024-09-25,,Pro,77,5348,64176,False,False,False,False,annual,False
S-06ddfa,A-117171,2024-09-30,,Basic,13,0,0,True,False,False,False,annual,False
S-dc0687,A-313be3,2024-01-08,,Basic,51,2440,29280,False,False,False,False,monthly,True
S-df8153,A-671f31,2024-12-12,,Pro,16,0,0,True,False,False,False,annual,True
S-731272,A-bbc346,2024-10-04,,Basic,52,1854,22248,False,False,False,False,annual,True
S-04aa6a,A-c16101,2024-09-23,,Basic,6,0,0,True,False,False,False,monthly,True
S-3b02e7,A-50f3f7,2024-01-02,,Pro,33,2568,30816,False,True,False,False,annual,True
S-86abc3,A-7da956,2024-07-14,,Pro,21,1462,17544,False,False,False,False,annual,True
S-ac66a9,A-019782,2023-05-04,,Pro,26,2307,27684,False,True,False,False,annual,False
S-4f893a,A-019782,2023-05-05,2023-05-12,Basic,11,527,6324,False,False,False,True,monthly,False
S-eb8a30,A-df10db,2023-08-25,2024-01-30,Pro,51,4217,50604,False,False,False,True,annual,True
S-a21c6d,A-df10db,2023-06-07,,Pro,6,568,6816,False,False,False,False,annual,True
S-d1c5b0,A-df10db,2023-11-01,2024-01-28,Basic,24,1102,13224,False,False,False,True,annual,True
S-7a7800,A-3932db,2023-12-28,2024-06-16,Enterprise,8,1195,14340,False,False,False,True,annual,True
S-96950b,A-4f18f0,2024-06-13,2024-08-29,Basic,38,1780,21360,False,False,False,True,monthly,False
S-2c0e4e,A-4c6f11,2024-06-11,,Basic,44,1757,21084,False,False,False,False,monthly,False
S-076273,A-4c6f11,2023-12-19,,Enterprise,34,6938,83256,False,True,True,False,monthly,True
S-653c8d,A-4c6f11,2024-02-10,,Pro,9,708,8496,False,False,False,False,monthly,True
S-d44f51,A-8ae05d,2024-07-10,2024-11-18,Pro,33,2674,32088,False,False,False,True,monthly,True
S-8f3a56,A-b78bf8,2024-11-17,,Enterprise,15,3023,36276,False,False,False,False,annual,True
S-7264d3,A-eafc6e,2023-12-01,,Pro,28,1685,20220,False,True,False,False,monthly,True
S-d0647c,A-eafc6e,2024-01-07,,Basic,12,482,5784,False,False,False,False,monthly,True
S-fb88ff,A-37f969,2023-12-13,,Basic,15,0,0,True,False,True,False,annual,True
S-c2443f,A-37f969,2024-05-24,,Basic,46,1924,23088,False,False,False,False,annual,True
S-2dc844,A-37f969,2024-01-05,,Pro,13,1001,12012,False,False,False,False,annual,False
S-aa89dc,A-10b8f2,2023-02-15,,Enterprise,16,3059,36708,False,False,False,False,annual,True
S-c41755,A-439b2f,2024-03-01,2024-09-09,Pro,21,1687,20244,False,True,True,True,annual,False
S-8ecab6,A-439b2f,2024-06-26,,Pro,11,912,10944,False,True,False,False,annual,True
S-86cf6b,A-439b2f,2024-03-20,,Enterprise,8,1713,20556,False,False,False,False,annual,True
S-06da83,A-544d0a,2024-05-25,,Pro,17,0,0,True,True,False,False,annual,True
S-cf6c96,A-544d0a,2024-05-09,,Basic,4,146,1752,False,False,False,False,monthly,True
S-586927,A-ba6516,2023-11-07,2023-11-11,Enterprise,17,3358,40296,False,True,False,True,monthly,False
S-bd494c,A-712426,2024-11-15,,Pro,13,854,10248,False,False,False,False,annual,True
S-5a6499,A-038089,2024-01-15,,Pro,39,3079,36948,False,False,False,False,annual,True
S-acad68,A-afa505,2024-03-05,,Basic,5,197,2364,False,False,False,False,monthly,True
S-792d88,A-afa505,2024-01-31,,Pro,49,4159,49908,False,False,False,False,annual,True
S-e779f4,A-afa505,2024-03-13,,Pro,1,64,768,False,False,False,False,monthly,False
S-21b0be,A-afa505,2024-03-26,,Basic,16,472,5664,False,False,False,False,annual,True
S-a2a703,A-d5a319,2023-05-16,2024-11-04,Pro,26,1628,19536,False,False,True,True,annual,True
S-b87c8f,A-d5a319,2023-11-20,,Basic,44,1728,20736,False,False,False,False,annual,True
S-0436e6,A-d5a319,2023-07-20,2024-10-31,Enterprise,58,10543,126516,False,False,False,True,monthly,True
S-516332,A-f97b9a,2023-11-28,2024-07-10,Basic,42,1636,19632,False,False,False,True,monthly,True
S-abb0e8,A-2f6a32,2024-10-02,,Pro,8,725,8700,False,False,False,False,annual,True
S-8e4817,A-2f6a32,2024-09-15,,Enterprise,45,7626,91512,False,False,False,False,annual,False
S-4292f3,A-856b1e,2024-06-16,,Pro,133,11645,139740,False,False,False,False,annual,True
S-176aa9,A-856b1e,2024-03-16,,Pro,55,3144,37728,False,True,False,False,annual,True
S-9ca27b,A-856b1e,2024-02-23,,Basic,24,821,9852,False,False,False,False,annual,False
S-4d7569,A-17939a,2024-12-26,,Pro,35,3103,37236,False,False,False,False,monthly,True
S-b4217e,A-17939a,2024-12-27,,Basic,8,0,0,True,False,False,False,annual,True
S-f88836,A-d27f50,2024-09-20,2024-12-08,Enterprise,4,0,0,True,False,True,True,annual,False
S-e931ce,A-e36807,2024-08-01,,Basic,50,0,0,True,False,False,False,monthly,True
S-16d426,A-e36807,2024-06-29,,Basic,36,1763,21156,False,False,False,False,monthly,True
S-67ff91,A-e36807,2024-06-15,,Enterprise,29,4338,52056,False,False,False,False,annual,True
S-420609,A-e36807,2024-07-17,,Enterprise,6,1255,15060,False,False,False,False,monthly,True
S-4b8f72,A-e36807,2024-05-27,2024-10-21,Pro,37,2055,24660,False,False,False,True,monthly,True
S-e4ccea,A-ff79f2,2024-06-23,,Pro,17,1096,13152,False,False,False,False,annual,False
S-867c90,A-ff79f2,2024-05-28,,Enterprise,60,8145,97740,False,False,False,False,annual,False
S-5e37d4,A-5b1bcd,2023-09-28,,Pro,3,0,0,True,False,False,False,annual,True
S-ac5e74,A-71615e,2024-06-01,,Enterprise,3,452,5424,False,False,False,False,annual,True
S-34935b,A-71615e,2024-08-16,,Basic,13,453,5436,False,False,False,False,annual,True
S-ea8b64,A-71615e,2024-10-30,,Basic,32,943,11316,False,False,False,False,annual,True
S-b2e6d1,A-71615e,2024-07-08,,Pro,30,2094,25128,False,False,False,False,annual,True
S-7658af,A-794a0b,2024-02-21,,Enterprise,20,2741,32892,False,False,False,False,monthly,False
S-d3f770,A-86902e,2023-05-21,2024-04-20,Enterprise,18,0,0,True,False,True,True,monthly,True
S-ae4d1f,A-86902e,2024-10-16,,Enterprise,39,7690,92280,False,False,False,False,annual,True
S-470e8f,A-86902e,2024-08-31,,Pro,22,0,0,True,False,False,False,monthly,True
S-50a290,A-0532a9,2024-10-30,,Enterprise,34,4436,53232,False,False,False,False,monthly,False
S-2aa22d,A-9779ad,2024-07-30,,Basic,65,2920,35040,False,False,False,False,annual,True
S-03f80e,A-9779ad,2024-04-16,,Basic,20,952,11424,False,False,False,False,monthly,True
S-5ba558,A-9779ad,2024-06-07,,Basic,13,467,5604,False,False,False,False,monthly,True
S-62ba9b,A-f45426,2024-08-19,,Basic,36,1401,16812,False,False,False,False,monthly,False
S-8eef11,A-f45426,2024-08-16,,Enterprise,34,6889,82668,False,False,False,False,monthly,True
S-7b3108,A-f45426,2024-08-26,,Pro,27,2386,28632,False,False,False,False,monthly,True
S-f7b03a,A-f45426,2024-08-09,,Pro,16,0,0,True,False,False,False,monthly,True
S-603cac,A-f45426,2024-09-02,,Enterprise,28,4900,58800,False,False,False,False,annual,True
S-5ee53f,A-c1e51e,2024-10-17,,Pro,18,1055,12660,False,False,False,False,annual,True
S-57e4e2,A-c1e51e,2024-10-23,,Enterprise,34,5817,69804,False,False,False,False,annual,True
S-4673ea,A-c1e51e,2024-10-05,,Basic,13,525,6300,False,False,False,False,annual,True
S-abaaab,A-fa3095,2023-09-18,2024-03-02,Basic,10,391,4692,False,False,True,True,annual,True
S-e3822f,A-fa3095,2023-11-30,2024-03-05,Basic,6,248,2976,False,False,False,True,monthly,True
S-7bb072,A-fa3095,2023-09-16,,Enterprise,36,5700,68400,False,True,False,False,annual,True
S-53a274,A-ad64c6,2024-03-06,,Enterprise,7,1201,14412,False,False,False,False,annual,True
S-fc54ba,A-39b19f,2024-06-26,,Basic,34,1376,16512,False,True,False,False,monthly,True
S-811a7d,A-56962b,2024-04-22,2024-07-02,Enterprise,17,2302,27624,False,False,False,True,monthly,True
S-02cfb0,A-56962b,2024-07-26,,Pro,37,2605,31260,False,False,False,False,annual,True
S-0e77f3,A-e60f9d,2024-09-12,,Basic,16,477,5724,False,False,False,False,annual,False
S-4ae520,A-88c6ca,2024-12-02,,Pro,59,3431,41172,False,False,False,False,annual,True
S-05873a,A-158f4e,2023-09-21,,Basic,20,815,9780,False,False,False,False,monthly,True
S-e3a8a0,A-158f4e,2023-03-25,,Pro,53,3667,44004,False,False,False,False,monthly,True
S-abadbf,A-158f4e,2023-08-25,,Pro,18,1598,19176,False,False,False,False,monthly,True
S-a7db89,A-5b051a,2024-10-22,,Pro,70,0,0,True,False,True,False,monthly,True
S-59727f,A-5b051a,2024-09-12,,Basic,20,936,11232,False,False,False,False,annual,True
S-5a646f,A-5b051a,2024-08-30,,Enterprise,22,3325,39900,False,False,False,False,monthly,True
S-1ad2ca,A-296d7c,2023-12-30,,Basic,85,2952,35424,False,True,False,False,annual,True
S-52f3fa,A-296d7c,2024-02-02,2024-10-01,Enterprise,34,5199,62388,False,False,False,True,annual,True
S-d40a58,A-296d7c,2023-12-25,2024-09-29,Basic,15,577,6924,False,False,False,True,annual,False
S-75b8aa,A-296d7c,2024-04-27,2024-09-25,Basic,10,483,5796,False,True,False,True,monthly,False
S-a5c3fc,A-1619f8,2024-06-23,,Pro,39,3729,44748,False,False,False,False,annual,True
S-82e8d0,A-1619f8,2024-06-03,,Enterprise,30,0,0,True,False,False,False,annual,True
S-54d719,A-a1b80b,2024-01-08,2024-06-29,Basic,41,1825,21900,False,True,False,True,monthly,True
S-27f660,A-a1b80b,2024-01-10,,Pro,12,792,9504,False,False,False,False,monthly,True
S-7fff51,A-a1b80b,2023-12-11,,Enterprise,21,3408,40896,False,False,False,False,monthly,True
S-331b8b,A-139c3b,2024-12-04,,Enterprise,35,6946,83352,False,False,False,False,annual,True
S-3b1bd4,A-139c3b,2024-12-17,,Pro,15,1123,13476,False,False,False,False,monthly,True
S-569816,A-139c3b,2024-12-12,,Basic,30,1462,17544,False,False,False,False,annual,True
S-89aa78,A-702032,2023-12-15,,Pro,43,2787,33444,False,False,False,False,annual,True
S-544713,A-702032,2024-04-09,,Basic,76,0,0,True,False,False,False,annual,True
S-167228,A-702032,2023-11-21,,Basic,38,1145,13740,False,False,False,False,annual,True
S-3d27c1,A-702032,2023-12-27,,Enterprise,14,2376,28512,False,False,False,False,annual,True
S-778e96,A-7a0d69,2024-06-30,2024-10-04,Pro,22,1710,20520,False,False,True,True,annual,True
S-694a60,A-22d9d2,2024-06-13,,Pro,6,523,6276,False,False,False,False,annual,False
S-845524,A-22d9d2,2024-03-23,,Basic,10,382,4584,False,False,False,False,monthly,True
S-e5b61d,A-b9eed8,2024-05-19,,Basic,44,0,0,True,False,False,False,annual,True
S-e32e1e,A-dfbd31,2024-02-12,,Enterprise,25,4721,56652,False,False,False,False,annual,True
S-2de331,A-dfbd31,2024-02-07,,Enterprise,23,0,0,True,False,False,False,annual,True
S-c5a983,A-dfbd31,2024-05-20,,Enterprise,57,8142,97704,False,False,False,False,annual,True
S-5816b6,A-8e47ca,2024-04-18,,Basic,15,596,7152,False,False,False,False,monthly,False
S-6d8b0e,A-8e47ca,2024-05-13,,Pro,32,2468,29616,False,False,False,False,monthly,True
S-cdb889,A-8e47ca,2024-03-05,,Pro,78,7018,84216,False,False,False,False,annual,True
S-7b5c57,A-8e47ca,2024-06-05,,Enterprise,5,772,9264,False,False,False,False,monthly,False
S-1ea30d,A-8e47ca,2024-07-01,,Basic,32,1557,18684,False,True,False,False,annual,True
S-070b36,A-4437e4,2023-11-19,2024-01-22,Pro,7,518,6216,False,False,False,True,monthly,True
S-95a865,A-4437e4,2023-11-29,2024-01-16,Pro,26,2366,28392,False,False,False,True,monthly,True
S-659c90,A-779e4e,2023-05-04,,Basic,18,675,8100,False,False,False,False,annual,False
S-dcd0d7,A-779e4e,2023-02-03,,Pro,87,7259,87108,False,False,False,False,annual,True
S-dce18b,A-779e4e,2023-06-15,,Basic,20,0,0,True,False,False,False,monthly,True
S-9cb03a,A-779e4e,2024-04-02,,Enterprise,31,5042,60504,False,False,False,False,monthly,True
S-55e184,A-53f4e3,2024-08-14,,Enterprise,13,0,0,True,False,False,False,monthly,True
S-05672b,A-53f4e3,2024-07-13,,Enterprise,18,3708,44496,False,False,True,False,annual,True
S-598984,A-53f4e3,2024-07-29,,Basic,62,0,0,True,False,False,False,monthly,False
S-780b74,A-692f18,2024-04-19,2024-06-29,Enterprise,25,4429,53148,False,True,False,True,annual,False
S-046da6,A-692f18,2024-05-16,2024-06-19,Pro,11,712,8544,False,True,False,True,monthly,False
S-24e2a8,A-692f18,2024-04-09,2024-06-26,Basic,12,495,5940,False,False,True,True,monthly,True
S-3d6a1f,A-692f18,2024-05-01,2024-06-27,Pro,23,0,0,True,True,False,True,monthly,True
S-04eaa5,A-13466a,2024-01-26,,Pro,21,1248,14976,False,False,False,False,annual,True
S-ce93e0,A-1986ca,2023-01-30,,Pro,56,3421,41052,False,False,True,False,annual,True
S-e0003b,A-0cc442,2024-10-21,,Pro,39,2917,35004,False,False,False,False,annual,True
S-615f8b,A-0cc442,2024-08-22,,Basic,11,0,0,True,False,False,False,monthly,True
S-48ca09,A-c608c8,2023-10-23,,Basic,55,1656,19872,False,False,False,False,monthly,False
S-c26a0b,A-3be56b,2024-04-29,,Pro,13,1110,13320,False,False,False,False,annual,False
S-d871bf,A-354f12,2024-05-29,,Basic,30,965,11580,False,True,False,False,annual,True
S-e80440,A-354f12,2024-05-11,,Enterprise,31,3961,47532,False,False,False,False,monthly,True
S-1910f9,A-354f12,2024-06-02,,Pro,28,1761,21132,False,False,False,False,annual,True
S-c359a5,A-68f37c,2023-09-21,,Basic,23,905,10860,False,False,False,False,monthly,True
S-eb310d,A-aa9511,2023-11-17,,Enterprise,22,3589,43068,False,True,False,False,annual,True
S-d7be2f,A-aa9511,2024-04-05,,Basic,34,1148,13776,False,False,False,False,monthly,True
S-772a90,A-aa9511,2023-10-19,,Pro,73,0,0,True,False,False,False,monthly,True
S-a249c2,A-aa9511,2024-08-02,,Pro,6,0,0,True,False,False,False,annual,False
S-74bdac,A-af0cd2,2023-01-04,2023-03-10,Pro,152,13600,163200,False,False,True,True,monthly,False
S-794f3e,A-af0cd2,2023-01-29,2023-03-05,Basic,13,458,5496,False,True,True,True,annual,True
S-bfa542,A-bd4513,2024-11-30,,Pro,15,0,0,True,True,True,False,monthly,False
S-f1cb2e,A-c222ab,2024-07-17,2024-11-23,Enterprise,26,3309,39708,False,False,True,True,annual,True
S-228119,A-c222ab,2024-08-05,,Basic,11,533,6396,False,True,False,False,monthly,False
S-f0a912,A-34d880,2024-05-28,2024-07-18,Enterprise,19,3248,38976,False,False,False,True,monthly,True
S-7b367b,A-508199,2024-09-26,,Basic,26,975,11700,False,True,False,False,annual,True
S-3bd9b2,A-508199,2024-02-28,2024-11-10,Enterprise,29,3720,44640,False,False,False,True,monthly,True
S-e43867,A-508199,2024-02-29,,Basic,22,947,11364,False,False,False,False,monthly,True
S-c85c6f,A-508199,2024-03-13,,Pro,64,5097,61164,False,False,False,False,monthly,True
S-f7cbd7,A-f03140,2023-11-23,2024-02-07,Enterprise,1,197,2364,False,False,False,True,monthly,True
S-649974,A-f03140,2023-12-15,2024-02-11,Enterprise,19,0,0,True,False,False,True,annual,True
S-782ad5,A-410e86,2024-11-19,,Basic,46,2266,27192,False,False,False,False,monthly,True
S-6196de,A-410e86,2024-11-20,,Enterprise,11,1508,18096,False,False,False,False,monthly,True
S-c33790,A-fa2041,2024-06-06,2024-06-13,Basic,36,1198,14376,False,False,False,True,annual,False
S-714504,A-fa2041,2024-05-29,2024-06-08,Pro,14,976,11712,False,False,False,True,annual,True
S-afc4f7,A-fa2041,2024-05-30,2024-06-03,Pro,27,1957,23484,False,False,False,True,annual,False
S-5d6b25,A-de58ca,2023-12-28,,Enterprise,23,4820,57840,False,False,False,False,annual,True
S-f3d7f6,A-de58ca,2023-08-11,,Basic,69,3043,36516,False,False,False,False,annual,True
S-763d98,A-05d3b3,2023-11-29,2024-05-20,Basic,24,945,11340,False,False,False,True,monthly,True
S-5c531d,A-05d3b3,2024-01-03,,Basic,2,61,732,False,True,False,False,monthly,True
S-1d60eb,A-249769,2024-09-06,,Pro,5,462,5544,False,False,False,False,annual,True
S-b8c238,A-249769,2024-06-04,,Enterprise,20,3853,46236,False,False,False,False,annual,True
S-b96a08,A-e43bf7,2023-04-10,,Pro,45,0,0,True,False,False,False,monthly,True
S-672edf,A-e43bf7,2024-02-24,,Pro,12,0,0,True,True,False,False,annual,False
S-da419f,A-e43bf7,2024-01-12,,Pro,11,931,11172,False,False,False,False,annual,True
S-5f24a7,A-eb2fdc,2024-06-30,,Pro,15,1244,14928,False,False,False,False,annual,True
S-c5c429,A-eb2fdc,2024-05-04,,Basic,42,1482,17784,False,False,False,False,monthly,True
S-89061c,A-e1462e,2023-07-18,,Pro,20,1861,22332,False,False,True,False,annual,True
S-1e0951,A-cab532,2023-05-24,,Basic,17,615,7380,False,False,False,False,annual,True
S-50bd57,A-cab532,2023-04-08,,Pro,50,3125,37500,False,False,True,False,monthly,True
S-27f8ec,A-9123ac,2023-12-04,,Pro,16,1506,18072,False,False,False,False,annual,False
S-105f20,A-9123ac,2023-10-16,,Enterprise,17,2498,29976,False,False,False,False,monthly,True
S-f35c12,A-6e08f3,2024-01-05,,Pro,6,558,6696,False,False,False,False,annual,False
S-b0b839,A-d922bf,2023-11-06,2024-09-08,Enterprise,8,1533,18396,False,False,False,True,annual,True
S-5f6b4d,A-d922bf,2023-12-15,2024-08-29,Pro,9,587,7044,False,False,False,True,monthly,True
S-48ceca,A-d922bf,2023-10-19,,Basic,22,0,0,True,False,False,False,annual,True
S-b6a985,A-d922bf,2023-10-31,,Basic,30,997,11964,False,False,False,False,monthly,True
S-51b014,A-d922bf,2024-01-05,2024-09-02,Basic,71,2470,29640,False,False,False,True,monthly,True
S-2b27b9,A-8ed5dd,2024-05-13,2024-08-20,Pro,83,5801,69612,False,False,False,True,monthly,True
S-957c7b,A-8ed5dd,2023-12-29,,Basic,20,593,7116,False,False,False,False,monthly,True
S-d31762,A-8ed5dd,2024-04-03,,Pro,31,2366,28392,False,False,False,False,monthly,True
S-c9ab68,A-8ed5dd,2024-01-04,,Pro,52,2999,35988,False,False,False,False,annual,True
S-3bfd60,A-7c6b6b,2024-12-03,,Enterprise,11,1749,20988,False,False,True,False,annual,False
S-e9c4dd,A-7c6b6b,2024-12-07,,Basic,36,1301,15612,False,False,False,False,monthly,True
S-097a41,A-7c6b6b,2024-12-05,,Pro,19,1172,14064,False,False,False,False,monthly,True
S-48476b,A-3c1a3f,2024-08-13,,Enterprise,8,1293,15516,False,False,False,False,monthly,True
S-62a34b,A-3c1a3f,2023-10-08,,Enterprise,41,6495,77940,False,False,True,False,annual,True
S-4056ab,A-b48f73,2024-11-23,,Enterprise,30,5893,70716,False,False,False,False,annual,True
S-0cb25c,A-76fa4d,2024-12-13,,Pro,46,2922,35064,False,False,False,False,annual,True
S-95ca80,A-76fa4d,2024-12-09,,Basic,6,193,2316,False,False,False,False,annual,True
S-a2e306,A-76fa4d,2024-12-03,,Basic,17,641,7692,False,False,False,False,annual,True
S-55e4d2,A-b2af2e,2024-09-20,,Basic,19,596,7152,False,False,False,False,monthly,True
S-923257,A-b2af2e,2024-09-21,,Pro,11,795,9540,False,False,False,False,monthly,True
S-dcb744,A-b2af2e,2024-09-06,,Pro,10,849,10188,False,True,False,False,monthly,True
S-2ac895,A-b2af2e,2024-09-19,,Pro,14,0,0,True,False,False,False,annual,True
S-fe6c51,A-9bfc9f,2023-10-15,2024-05-13,Enterprise,59,10130,121560,False,False,True,True,monthly,True
S-4d7d57,A-9bfc9f,2023-10-29,2024-05-13,Basic,22,838,10056,False,False,True,True,monthly,True
S-1c413a,A-9bfc9f,2024-01-02,2024-05-09,Basic,8,339,4068,False,False,False,True,annual,True
S-df397b,A-4ae22a,2024-08-21,,Enterprise,6,863,10356,False,False,False,False,monthly,False
S-a1298e,A-fda07f,2024-10-17,,Pro,29,2594,31128,False,False,False,False,monthly,False
S-d09671,A-de24d5,2024-11-06,2024-11-10,Pro,2,119,1428,False,False,False,True,monthly,True
S-d2fed1,A-de24d5,2024-11-06,2024-11-16,Basic,28,1223,14676,False,True,False,True,annual,False
S-609d80,A-977ca0,2023-07-15,,Basic,55,2280,27360,False,False,False,False,annual,False
S-4265d3,A-977ca0,2023-02-21,,Pro,63,4044,48528,False,False,False,False,monthly,False
S-43e4fa,A-977ca0,2023-07-17,,Enterprise,29,4700,56400,False,False,False,False,monthly,True
S-491ef4,A-ab438f,2024-10-27,,Enterprise,37,5329,63948,False,False,False,False,annual,True
S-26ca00,A-ab438f,2024-10-05,,Pro,41,3416,40992,False,False,False,False,annual,False
S-3c4e4e,A-e89151,2024-01-12,,Basic,16,466,5592,False,False,False,False,monthly,False
S-eb212a,A-e89151,2023-11-28,,Pro,1,72,864,False,False,False,False,monthly,True
S-bff46c,A-e89151,2024-02-09,,Pro,27,2275,27300,False,False,False,False,annual,True
S-c501d5,A-e89151,2024-04-18,,Basic,9,278,3336,False,False,False,False,monthly,False
S-bce7a3,A-40906c,2024-06-14,,Enterprise,7,920,11040,False,False,False,False,monthly,True
S-fe65b6,A-81edc3,2023-11-02,2024-03-25,Enterprise,19,3025,36300,False,False,False,True,annual,True
S-b14ce0,A-81edc3,2023-11-17,2024-03-29,Enterprise,9,1324,15888,False,False,False,True,monthly,False
S-c1d45b,A-81edc3,2023-11-13,2024-03-26,Enterprise,10,0,0,True,False,False,True,annual,True
S-d65ff8,A-81edc3,2023-12-06,2024-03-31,Basic,48,1692,20304,False,False,True,True,annual,False
S-0f981f,A-328bd0,2023-12-04,2024-04-30,Pro,25,1804,21648,False,False,False,True,monthly,True
S-b355d7,A-328bd0,2023-07-22,,Enterprise,80,14467,173604,False,False,False,False,annual,True
S-db56c7,A-328bd0,2023-09-23,,Pro,24,1390,16680,False,False,False,False,annual,True
S-a1695d,A-328bd0,2023-08-04,,Enterprise,28,5340,64080,False,False,False,False,annual,True
S-3d1684,A-b3fe05,2024-06-20,,Basic,25,1128,13536,False,False,False,False,annual,True
S-8e78fe,A-b3fe05,2024-07-15,,Pro,30,2565,30780,False,False,False,False,monthly,False
S-0bdfc1,A-b3fe05,2024-08-10,,Pro,8,536,6432,False,False,False,False,monthly,True
S-cd8034,A-09540c,2024-08-28,,Basic,37,1788,21456,False,False,False,False,annual,True
S-d2b2d0,A-09540c,2023-11-18,,Pro,20,1225,14700,False,True,False,False,annual,True
S-318c68,A-e693b6,2023-06-30,2024-10-10,Basic,4,139,1668,False,False,False,True,annual,True
S-a7c422,A-2446e3,2024-03-11,,Enterprise,13,2432,29184,False,False,False,False,monthly,False
S-20002a,A-241e75,2024-10-16,,Pro,14,1195,14340,False,True,True,False,monthly,True
S-391c57,A-241e75,2024-08-29,,Pro,15,1358,16296,False,False,False,False,monthly,True
S-afc655,A-922109,2024-03-29,2024-06-13,Enterprise,21,3373,40476,False,False,True,True,annual,False
S-15c461,A-922109,2024-02-26,2024-06-06,Pro,6,509,6108,False,False,True,True,annual,True
S-4174f9,A-922109,2024-02-24,2024-06-09,Basic,34,980,11760,False,False,True,True,monthly,False
S-58f248,A-ff3c73,2023-04-02,,Basic,17,485,5820,False,True,False,False,annual,True
S-182dc0,A-ff3c73,2023-07-31,,Basic,27,1289,15468,False,False,False,False,monthly,True
S-8398f2,A-8b0451,2024-10-04,2024-12-10,Basic,20,597,7164,False,False,False,True,monthly,False
S-8f14b1,A-331424,2024-01-08,2024-09-20,Basic,36,1243,14916,False,False,False,True,monthly,True
S-3f90d8,A-331424,2024-01-20,2024-09-11,Basic,88,2776,33312,False,True,False,True,monthly,False
S-7f5693,A-331424,2023-12-03,2024-09-17,Basic,19,647,7764,False,False,True,True,monthly,False
S-22418f,A-51ec1b,2024-05-15,,Pro,54,3697,44364,False,False,False,False,monthly,True
S-400297,A-51ec1b,2023-12-13,,Basic,2,68,816,False,False,False,False,annual,True
