ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-e60c2f,A-96215d,2024-08-31 15:38:00,2024-09-01 05:50:04,14.2,urgent,87,4.0,False
T-a1b717,A-1e6fc3,2024-06-15 16:50:00,2024-06-18 08:29:52,63.7,urgent,86,3.0,False
T-fbe97f,A-1e6fc3,2024-01-20 19:53:00,2024-01-21 14:31:44,18.6,urgent,173,,False
T-90baf5,A-1e6fc3,2024-10-13 13:34:00,2024-10-15 02:16:25,36.7,medium,20,,False
T-fa5b99,A-0f7d77,2024-11-02 12:48:00,2024-11-03 02:39:57,13.9,high,57,4.0,False
T-6d4103,A-0f7d77,2024-11-10 18:30:00,2024-11-12 12:28:43,42.0,low,60,,False
T-ed3522,A-0f7d77,2024-11-10 09:11:00,2024-11-13 09:11:00,72.0,urgent,168,4.0,False
T-48f941,A-0f7d77,2024-10-31 12:52:00,2024-11-02 02:39:20,37.8,medium,42,2.0,False
T-13ae75,A-0f7d77,2024-11-02 14:05:00,2024-11-03 06:05:37,16.0,high,15,5.0,True
T-5c1458,A-2d4502,2024-10-31 16:26:00,2024-11-01 12:40:20,20.2,urgent,66,4.0,False
T-6a2074,A-2d4502,2024-06-05 12:44:00,2024-06-06 22:11:25,33.5,medium,108,2.0,False
T-b9f643,A-2d4502,2024-10-27 20:10:00,2024-10-28 05:42:46,9.5,low,51,5.0,True
T-dafcb9,A-2d4502,2024-06-16 16:00:00,2024-06-18 00:39:34,32.7,medium,104,,False
T-7f6c62,A-2d4502,2024-09-14 08:27:00,2024-09-16 04:28:23,44.0,urgent,55,5.0,False
T-54a8df,A-751c58,2024-11-09 09:14:00,2024-11-09 19:08:11,9.9,low,100,,False
T-574a99,A-751c58,2024-09-18 07:59:00,2024-09-19 03:32:24,19.6,low,102,,False
T-bb2c14,A-3b37d9,2023-05-02 16:08:00,2023-05-04 04:28:39,36.3,high,104,3.0,False
T-9a87e0,A-3b37d9,2023-09-20 20:00:00,2023-09-23 20:00:00,72.0,urgent,180,,False
T-4bebb2,A-3b37d9,2023-03-23 10:16:00,2023-03-25 00:17:06,38.0,medium,104,2.0,False
T-407e82,A-3b37d9,2023-07-04 17:09:00,2023-07-05 17:34:06,24.4,medium,116,2.0,True
T-4afc83,A-3b37d9,2023-09-08 15:51:00,2023-09-09 09:37:51,17.8,urgent,180,,False
T-8ab10b,A-3b37d9,2023-06-23 17:26:00,2023-06-25 22:11:42,52.8,low,104,2.0,False
T-ddb007,A-3b37d9,2023-02-03 12:22:00,2023-02-05 11:19:57,47.0,urgent,61,3.0,False
T-7d6b23,A-ad64c6,2024-06-13 09:24:00,2024-06-14 12:46:18,27.4,high,62,,False
T-f5b1ec,A-ad64c6,2024-03-23 16:52:00,2024-03-24 15:26:52,22.6,low,25,,False
T-0dde7f,A-ad64c6,2024-03-03 10:38:00,2024-03-04 12:04:05,25.4,medium,92,3.0,False
T-1a5cb1,A-ad64c6,2024-06-06 17:44:00,2024-06-08 07:42:49,38.0,medium,64,4.0,False
T-b9af82,A-ad64c6,2024-07-07 10:53:00,2024-07-08 19:02:59,32.2,low,53,4.0,True
T-b2d85a,A-ad64c6,2024-10-27 07:47:00,2024-10-27 21:02:22,13.3,low,19,3.0,False
T-57301f,A-ad64c6,2024-08-17 11:13:00,2024-08-17 14:46:34,3.6,high,48,,False
T-49aa13,A-d77f4c,2024-09-21 15:30:00,2024-09-21 19:33:35,4.1,low,99,1.0,False
T-5f579b,A-d77f4c,2024-04-01 11:34:00,2024-04-03 16:01:35,52.5,low,46,,False
T-f6c4ee,A-524364,2024-12-31 14:04:00,2025-01-01 09:58:52,19.9,low,73,4.0,False
T-01297a,A-524364,2024-12-31 17:43:00,2025-01-01 09:23:09,15.7,low,67,3.0,False
T-1a391e,A-524364,2024-12-31 15:18:00,2025-01-02 09:46:10,42.5,medium,60,4.0,False
T-f43082,A-524364,2024-12-31 16:03:00,2025-01-02 18:20:24,50.3,low,35,,False
T-5c5246,A-524364,2024-12-31 18:34:00,2025-01-01 17:16:27,22.7,medium,127,4.0,False
T-44d371,A-e4144b,2024-11-09 17:36:00,2024-11-12 17:36:00,72.0,low,73,5.0,True
T-eb7901,A-e4144b,2024-11-28 10:55:00,2024-11-29 13:24:42,26.5,urgent,49,,False
T-49306d,A-e4144b,2024-12-01 17:30:00,2024-12-02 12:01:42,18.5,urgent,59,,True
T-29cead,A-e4144b,2024-12-01 10:08:00,2024-12-02 03:16:01,17.1,high,87,,False
T-9268b2,A-87aa7b,2024-07-10 20:59:00,2024-07-13 20:59:00,72.0,medium,97,3.0,False
T-e6cb3e,A-87aa7b,2024-05-23 13:14:00,2024-05-26 00:59:19,59.8,urgent,92,3.0,True
T-e5dcd7,A-87aa7b,2024-05-25 12:06:00,2024-05-28 12:06:00,72.0,high,81,,False
T-10c3dc,A-87aa7b,2024-10-11 08:25:00,2024-10-11 22:55:46,14.5,low,55,2.0,False
T-21f5d2,A-87aa7b,2024-07-06 20:12:00,2024-07-07 20:22:09,24.2,medium,24,,True
T-1dcd9f,A-87aa7b,2024-07-20 19:26:00,2024-07-21 23:54:43,28.5,urgent,167,,False
T-df295c,A-87aa7b,2024-08-05 10:59:00,2024-08-08 09:23:35,70.4,urgent,180,2.0,False
T-1dc665,A-87aa7b,2024-06-15 18:50:00,2024-06-16 19:59:39,25.2,medium,180,2.0,False
T-54981f,A-87aa7b,2024-09-14 13:27:00,2024-09-17 13:27:00,72.0,high,90,1.0,True
T-eea1f5,A-87aa7b,2024-06-28 12:41:00,2024-06-29 10:04:50,21.4,high,22,2.0,False
T-08cc08,A-87aa7b,2024-09-03 15:33:00,2024-09-04 09:28:39,17.9,high,172,,True
T-6cfabe,A-202b67,2024-05-13 19:54:00,2024-05-14 21:50:51,25.9,medium,104,,False
T-775086,A-202b67,2024-03-22 08:41:00,2024-03-23 16:11:48,31.5,urgent,83,3.0,False
T-d839a5,A-202b67,2024-03-23 09:20:00,2024-03-23 21:49:49,12.5,medium,47,,False
T-69f544,A-202b67,2024-07-29 07:54:00,2024-07-31 04:25:03,44.5,urgent,70,3.0,True
T-67f8c0,A-202b67,2024-12-01 09:50:00,2024-12-02 09:19:14,23.5,urgent,32,3.0,False
T-4beeff,A-202b67,2024-03-26 12:37:00,2024-03-26 18:43:54,6.1,medium,25,3.0,False
T-8e653f,A-202b67,2024-08-26 17:16:00,2024-08-27 06:35:57,13.3,urgent,92,5.0,False
T-67c4fe,A-202b67,2024-07-06 12:42:00,2024-07-09 12:42:00,72.0,high,75,3.0,False
T-ba9cba,A-22f2df,2024-12-26 12:04:00,2024-12-27 18:28:05,30.4,low,48,4.0,False
T-ef810e,A-22f2df,2024-12-28 11:34:00,2024-12-30 20:33:49,57.0,high,113,,False
T-fc0023,A-22f2df,2024-12-19 18:40:00,2024-12-22 18:40:00,72.0,high,146,3.0,True
T-f6e5c6,A-bcf87c,2024-12-08 20:11:00,2024-12-10 02:56:29,30.8,low,66,,False
T-927450,A-bcf87c,2024-12-22 12:56:00,2024-12-23 03:55:37,15.0,high,73,3.0,False
T-ae4e8f,A-bcf87c,2024-11-21 12:48:00,2024-11-23 23:19:24,58.5,medium,27,,False
T-3e14ed,A-bcf87c,2024-09-16 10:35:00,2024-09-17 10:44:15,24.2,high,60,4.0,False
T-f1afee,A-bcf87c,2024-10-02 12:45:00,2024-10-03 08:16:29,19.5,urgent,114,,False
T-875757,A-bcf87c,2024-08-15 12:33:00,2024-08-18 06:01:04,65.5,medium,56,,False
T-fca2c1,A-bcf87c,2024-09-07 18:40:00,2024-09-08 15:48:33,21.1,urgent,86,5.0,False
T-b656ad,A-f9cc74,2024-10-17 20:14:00,2024-10-19 10:29:03,38.3,medium,73,,False
T-267803,A-f9cc74,2024-12-02 12:52:00,2024-12-03 04:37:57,15.8,urgent,58,3.0,False
T-b95071,A-f9cc74,2024-12-17 13:52:00,2024-12-19 07:09:29,41.3,urgent,40,,False
T-1ef110,A-f9cc74,2024-10-30 20:57:00,2024-11-02 04:46:22,55.8,medium,57,5.0,False
T-b52235,A-4d1e75,2024-09-19 18:54:00,2024-09-20 03:12:41,8.3,medium,176,,False
T-d9469e,A-4d1e75,2024-11-03 15:56:00,2024-11-06 11:14:51,67.3,medium,87,2.0,False
T-741833,A-4d1e75,2024-12-08 18:56:00,2024-12-09 07:38:00,12.7,medium,70,2.0,True
T-b31a44,A-10b8da,2023-11-13 09:48:00,2023-11-15 02:47:15,41.0,low,80,5.0,False
T-d55d5c,A-10b8da,2024-04-16 16:16:00,2024-04-18 03:49:08,35.6,urgent,50,,False
T-e3375f,A-10b8da,2023-10-08 11:43:00,2023-10-09 17:00:29,29.3,urgent,52,2.0,False
T-533ac8,A-151c9a,2023-07-09 07:25:00,2023-07-10 05:12:48,21.8,urgent,59,,False
T-b5bbcb,A-151c9a,2023-05-19 20:23:00,2023-05-21 04:49:49,32.4,urgent,139,,False
T-012384,A-151c9a,2024-04-12 08:26:00,2024-04-12 22:07:37,13.7,high,92,4.0,False
T-33bf39,A-c37601,2024-12-04 11:44:00,2024-12-05 02:48:33,15.1,urgent,28,3.0,False
T-5a6a7d,A-c37601,2024-11-18 18:32:00,2024-11-20 01:29:27,31.0,medium,65,,False
T-eeff2d,A-c37601,2024-12-27 08:43:00,2024-12-28 07:13:12,22.5,medium,83,5.0,False
T-67094f,A-f97b9a,2024-06-01 10:05:00,2024-06-02 04:51:16,18.8,low,40,,True
T-001b3b,A-f97b9a,2023-08-23 19:23:00,2023-08-25 23:33:45,52.2,urgent,74,3.0,False
T-bd8790,A-f97b9a,2023-09-16 18:15:00,2023-09-19 18:15:00,72.0,urgent,70,,False
T-e339f1,A-f97b9a,2023-09-13 18:33:00,2023-09-15 19:35:14,49.0,urgent,88,,False
T-f76a6b,A-f97b9a,2024-06-11 07:07:00,2024-06-13 18:43:17,59.6,urgent,155,2.0,False
T-d25763,A-1e1b80,2023-11-24 07:57:00,2023-11-24 17:58:21,10.0,low,51,5.0,False
T-afa0b9,A-1e1b80,2024-08-26 11:36:00,2024-08-26 22:13:04,10.6,low,68,5.0,False
T-1f97bf,A-8bde0c,2024-11-20 16:45:00,2024-11-21 23:34:05,30.8,high,46,5.0,False
T-106582,A-8bde0c,2024-11-05 13:04:00,2024-11-06 08:08:03,19.1,urgent,108,4.0,False
T-74107c,A-8bde0c,2024-11-11 18:55:00,2024-11-14 11:11:11,64.3,high,131,4.0,False
T-7546a5,A-8bde0c,2024-12-29 19:51:00,2024-12-30 07:51:58,12.0,low,180,5.0,False
T-547c0d,A-6843f2,2024-12-30 17:06:00,2025-01-01 10:45:52,41.7,urgent,84,2.0,False
T-28f089,A-6843f2,2024-12-14 20:06:00,2024-12-17 07:02:11,58.9,urgent,37,1.0,False
T-70630b,A-6843f2,2024-12-11 13:56:00,2024-12-14 13:56:00,72.0,high,174,2.0,True
T-235c0b,A-6843f2,2024-12-21 12:07:00,2024-12-22 01:17:35,13.2,high,144,,False
T-bd8873,A-6843f2,2024-12-22 14:55:00,2024-12-25 00:56:55,58.0,urgent,55,,True
T-06910e,A-6843f2,2024-12-14 15:32:00,2024-12-16 07:49:30,40.3,medium,168,3.0,False
T-e1bbf9,A-6843f2,2024-12-10 16:16:00,2024-12-12 00:17:54,32.0,high,180,,False
T-6b9435,A-50bb9f,2024-09-06 16:32:00,2024-09-07 07:31:58,15.0,urgent,97,,False
T-eedb56,A-50bb9f,2024-12-30 14:21:00,2024-12-30 23:38:18,9.3,medium,87,5.0,False
T-38041c,A-3c1a3f,2024-12-21 11:24:00,2024-12-22 03:22:16,16.0,urgent,40,2.0,False
T-fbffc0,A-3c1a3f,2024-07-09 10:36:00,2024-07-10 03:59:38,17.4,medium,51,3.0,False
T-5690bb,A-3c1a3f,2023-12-12 07:12:00,2023-12-13 00:51:03,17.7,medium,46,,False
T-d06b1a,A-3c1a3f,2023-10-30 20:13:00,2023-11-02 07:43:31,59.5,medium,51,,False
T-653956,A-3c1a3f,2024-05-03 16:09:00,2024-05-05 03:13:26,35.1,urgent,123,4.0,False
T-238003,A-f19409,2024-05-26 13:37:00,2024-05-28 10:50:44,45.2,high,144,,True
T-277d31,A-f19409,2024-04-23 10:00:00,2024-04-24 10:17:45,24.3,medium,6,,False
T-b7a6b1,A-f19409,2023-09-04 13:33:00,2023-09-07 00:12:27,58.7,low,109,,True
T-df9c5f,A-f19409,2023-07-17 13:39:00,2023-07-18 21:29:43,31.8,medium,96,,False
T-59b0c6,A-f19409,2024-01-12 10:37:00,2024-01-13 12:55:53,26.3,high,49,,False
T-b8ae09,A-f19409,2023-12-29 14:40:00,2023-12-31 00:50:59,34.2,low,43,,False
T-c46c88,A-ac14bb,2024-09-05 17:15:00,2024-09-07 12:10:03,42.9,high,108,,False
T-7911a1,A-ac14bb,2024-08-26 11:48:00,2024-08-29 11:48:00,72.0,urgent,101,,False
T-cb0987,A-ac14bb,2024-12-23 15:31:00,2024-12-25 06:59:52,39.5,high,84,5.0,True
T-b30f68,A-ac14bb,2024-04-30 12:46:00,2024-05-01 14:20:08,25.6,high,177,3.0,False
T-f27ad7,A-ac14bb,2023-12-30 20:51:00,2024-01-01 01:07:51,28.3,medium,91,,True
T-c93b37,A-ac14bb,2024-04-08 08:18:00,2024-04-11 08:18:00,72.0,medium,29,5.0,False
T-7097cd,A-712533,2023-08-16 08:17:00,2023-08-16 15:55:53,7.6,urgent,113,2.0,False
T-ce23d6,A-712533,2023-08-02 12:26:00,2023-08-03 07:32:27,19.1,low,67,2.0,False
T-2f3494,A-712533,2023-08-03 13:34:00,2023-08-04 21:51:04,32.3,high,180,,False
T-2de503,A-712533,2023-08-07 09:01:00,2023-08-09 23:12:32,62.2,low,179,1.0,False
T-5cfe5d,A-712533,2023-08-23 10:26:00,2023-08-25 02:14:23,39.8,urgent,33,1.0,False
T-8e7af8,A-712533,2023-08-11 18:05:00,2023-08-14 18:05:00,72.0,high,96,2.0,False
T-db74fc,A-712533,2023-08-14 11:38:00,2023-08-16 20:58:27,57.3,high,27,,False
T-b8a6aa,A-712533,2023-07-31 19:25:00,2023-08-02 23:50:41,52.4,urgent,91,3.0,False
T-20aed4,A-463db0,2024-12-22 10:54:00,2024-12-23 13:00:14,26.1,urgent,68,,False
T-91aaac,A-ad3abd,2023-05-20 07:19:00,2023-05-21 23:22:02,40.1,urgent,106,,False
T-ff0250,A-ad3abd,2024-02-21 20:58:00,2024-02-22 22:18:32,25.3,medium,44,3.0,False
T-95ff13,A-ad3abd,2023-06-11 12:24:00,2023-06-13 01:52:37,37.5,urgent,25,1.0,False
T-9d3143,A-5b051a,2024-11-26 19:56:00,2024-11-28 06:06:38,34.2,medium,53,3.0,False
T-47bacc,A-5b051a,2024-12-22 17:49:00,2024-12-23 07:41:06,13.9,medium,81,,False
T-8fb6a0,A-5b051a,2024-11-30 13:16:00,2024-12-01 09:27:14,20.2,urgent,52,,False
T-9f9347,A-81edc3,2024-01-08 15:01:00,2024-01-10 20:31:22,53.5,urgent,53,1.0,False
T-af8d05,A-81edc3,2023-11-17 14:34:00,2023-11-20 14:34:00,72.0,urgent,52,,False
T-8cec8f,A-81edc3,2023-12-26 08:39:00,2023-12-27 14:27:03,29.8,urgent,100,1.0,False
T-09418b,A-81edc3,2024-02-19 17:32:00,2024-02-21 13:56:02,44.4,urgent,25,,False
T-c529a1,A-81edc3,2023-11-17 12:03:00,2023-11-20 12:03:00,72.0,high,152,2.0,False
T-abf9ea,A-81edc3,2023-11-28 08:22:00,2023-11-28 13:13:00,4.9,medium,99,,True
T-b1dba9,A-81edc3,2023-11-26 19:02:00,2023-11-29 19:02:00,72.0,urgent,165,2.0,False
T-710f10,A-81edc3,2024-02-02 12:41:00,2024-02-04 11:49:30,47.1,low,153,3.0,False
T-691a29,A-81edc3,2024-02-29 07:19:00,2024-02-29 14:34:57,7.3,urgent,100,3.0,False
T-60573d,A-81edc3,2023-11-15 08:33:00,2023-11-16 05:21:49,20.8,urgent,147,,False
T-b0d786,A-81edc3,2024-02-20 16:40:00,2024-02-23 16:40:00,72.0,urgent,152,2.0,True
T-80c8e7,A-bc87bc,2024-11-11 12:36:00,2024-11-13 01:30:56,36.9,low,61,,False
T-0ae8ff,A-bc87bc,2024-10-16 10:48:00,2024-10-17 03:45:37,17.0,low,81,,False
T-16fdd7,A-bc87bc,2024-08-22 08:41:00,2024-08-23 09:06:17,24.4,medium,36,4.0,False
T-0b975c,A-ffdfd5,2024-04-20 10:42:00,2024-04-21 02:03:03,15.4,medium,27,5.0,False
T-89c77b,A-ffdfd5,2024-06-18 11:27:00,2024-06-18 15:12:20,3.8,medium,42,4.0,False
T-fa50c1,A-3a7284,2024-12-04 09:39:00,2024-12-05 16:05:57,30.4,high,88,,False
T-65e91c,A-3a7284,2024-12-04 10:47:00,2024-12-05 14:31:00,27.7,medium,47,,False
T-75844c,A-3a7284,2024-11-23 20:05:00,2024-11-25 23:21:26,51.3,medium,58,,False
T-92de58,A-3a7284,2024-12-01 12:29:00,2024-12-02 00:38:59,12.2,high,122,,False
T-953ce3,A-3a7284,2024-12-19 19:49:00,2024-12-21 05:42:57,33.9,high,178,,False
T-6d4308,A-65aeb5,2024-05-08 15:10:00,2024-05-09 11:56:38,20.8,medium,153,3.0,False
T-29bbad,A-65aeb5,2024-05-20 20:31:00,2024-05-22 12:24:21,39.9,medium,72,4.0,False
T-8126fb,A-b48f73,2024-11-29 08:11:00,2024-11-30 20:13:49,36.0,low,36,2.0,False
T-bc6e90,A-b48f73,2024-11-27 11:33:00,2024-11-28 17:16:54,29.7,medium,62,,False
T-360c44,A-b48f73,2024-11-19 20:19:00,2024-11-21 00:05:27,27.8,low,164,4.0,False
T-fb6333,A-b48f73,2024-11-16 20:25:00,2024-11-17 20:38:01,24.2,low,88,4.0,False
T-ce0bda,A-b48f73,2024-11-22 07:57:00,2024-11-25 07:57:00,72.0,low,116,,False
T-880c16,A-b48f73,2024-11-13 17:00:00,2024-11-14 06:19:44,13.3,low,102,4.0,False
T-3ef5f8,A-b48f73,2024-11-30 07:48:00,2024-12-02 17:27:30,57.7,medium,93,4.0,False
T-1ce54d,A-b48f73,2024-11-28 12:06:00,2024-11-29 15:02:28,26.9,high,44,,False
T-09cd54,A-8b25f2,2024-05-28 14:57:00,2024-05-31 14:57:00,72.0,medium,102,3.0,False
T-8ad781,A-8b25f2,2024-03-22 19:56:00,2024-03-25 11:30:07,63.6,high,52,,False
T-6257bc,A-8b25f2,2024-05-09 11:57:00,2024-05-12 11:57:00,72.0,low,180,2.0,False
T-aac78d,A-8b25f2,2024-04-12 18:35:00,2024-04-13 23:12:45,28.6,low,149,,False
T-6610bf,A-18793f,2024-12-22 16:34:00,2024-12-23 15:35:11,23.0,high,122,2.0,True
T-2ab6de,A-18793f,2024-12-24 16:04:00,2024-12-26 17:03:49,49.0,low,130,,False
T-bc4e2a,A-18793f,2024-12-23 14:12:00,2024-12-25 14:05:27,47.9,high,88,,False
T-b1c1b4,A-18793f,2024-12-30 07:15:00,2024-12-31 19:59:44,36.7,high,99,,False
T-68ce5e,A-18793f,2024-12-24 14:53:00,2024-12-25 02:21:15,11.5,medium,68,3.0,False
T-576e63,A-18793f,2024-12-30 09:14:00,2024-12-31 21:23:21,36.2,medium,159,,False
T-f8d276,A-149a69,2024-12-11 08:51:00,2024-12-12 23:20:28,38.5,low,42,5.0,False
T-d506c9,A-149a69,2024-11-16 14:22:00,2024-11-17 13:48:18,23.4,low,16,,False
T-4a67dc,A-149a69,2024-10-20 08:34:00,2024-10-21 18:17:27,33.7,medium,27,,False
T-1f2206,A-42e5e1,2024-08-11 11:25:00,2024-08-12 01:19:39,13.9,urgent,56,,False
T-53ad1c,A-42e5e1,2024-12-09 14:51:00,2024-12-10 16:47:54,25.9,urgent,79,,False
T-4bcc51,A-42e5e1,2024-09-15 19:39:00,2024-09-16 03:42:23,8.1,urgent,56,,False
T-2a5547,A-42e5e1,2024-07-13 12:27:00,2024-07-14 13:43:28,25.3,low,11,,False
T-daf307,A-ccc747,2024-09-05 15:29:00,2024-09-06 18:39:13,27.2,low,15,5.0,False
T-cd6fc2,A-ccc747,2024-08-03 10:29:00,2024-08-05 10:30:37,48.0,high,113,2.0,False
T-623275,A-ccc747,2024-07-28 13:10:00,2024-07-29 17:24:52,28.2,medium,28,4.0,False
T-2ffd97,A-ccc747,2024-11-28 20:49:00,2024-11-29 09:54:06,13.1,medium,56,,True
T-025b79,A-e98302,2024-07-27 20:33:00,2024-07-28 22:26:20,25.9,medium,60,4.0,True
T-8c0f16,A-e98302,2024-08-02 11:12:00,2024-08-05 11:12:00,72.0,low,67,4.0,False
T-80042c,A-e98302,2024-06-20 13:54:00,2024-06-22 02:15:27,36.4,low,48,,False
T-f52866,A-e98302,2024-04-19 07:07:00,2024-04-19 15:57:50,8.8,medium,24,,False
T-45e9be,A-e98302,2024-07-17 13:48:00,2024-07-18 04:49:59,15.0,urgent,12,,False
T-c28e60,A-5a92e7,2024-09-18 13:04:00,2024-09-19 00:38:23,11.6,low,55,,False
T-d0c9f8,A-5a92e7,2024-07-15 20:49:00,2024-07-16 19:55:14,23.1,low,125,,False
T-3529fa,A-5a92e7,2024-07-27 20:39:00,2024-07-29 10:52:27,38.2,medium,56,4.0,False
T-4dcdf7,A-5a92e7,2024-09-04 08:00:00,2024-09-06 04:37:50,44.6,medium,34,,False
T-ab6a19,A-068fc6,2024-04-14 16:44:00,2024-04-16 02:51:07,34.1,high,59,,True
T-6958b8,A-068fc6,2024-06-28 12:54:00,2024-06-29 08:00:01,19.1,urgent,92,1.0,False
T-08e6e1,A-068fc6,2024-04-19 15:03:00,2024-04-20 23:13:55,32.2,low,26,,True
T-f37584,A-068fc6,2024-12-18 07:11:00,2024-12-19 13:45:10,30.6,low,44,3.0,False
T-3cb7d7,A-068fc6,2024-08-20 09:10:00,2024-08-23 09:10:00,72.0,medium,154,,False
T-6113ae,A-068fc6,2024-03-12 07:49:00,2024-03-15 07:49:00,72.0,low,83,3.0,False
T-68e545,A-462d45,2024-12-30 11:17:00,2025-01-01 01:58:15,38.7,low,86,,False
T-8573c4,A-526d93,2024-04-20 10:35:00,2024-04-22 06:21:40,43.8,low,56,2.0,False
T-d578c7,A-526d93,2024-11-02 16:53:00,2024-11-03 22:26:55,29.6,urgent,73,4.0,False
T-814895,A-526d93,2024-04-28 16:57:00,2024-04-29 18:36:51,25.7,urgent,15,3.0,False
T-71db2d,A-dcc3f1,2024-12-29 16:11:00,2024-12-31 23:37:21,55.4,low,49,4.0,False
T-b7015c,A-dcc3f1,2024-06-12 12:42:00,2024-06-13 21:33:23,32.9,low,110,5.0,False
T-b0cb3b,A-dcc3f1,2024-02-07 13:59:00,2024-02-08 10:41:47,20.7,low,36,5.0,False
T-49cebd,A-7988d1,2024-09-11 17:46:00,2024-09-13 05:46:40,36.0,medium,123,,False
T-7e1955,A-adc1f3,2024-12-29 07:45:00,2024-12-31 11:31:22,51.8,medium,71,4.0,False
T-c6e29d,A-adc1f3,2024-12-22 11:54:00,2024-12-23 09:44:58,21.8,low,112,,False
T-573449,A-adc1f3,2024-10-10 14:19:00,2024-10-11 21:11:00,30.9,low,74,,False
T-b2bf29,A-e51ec7,2023-11-25 20:22:00,2023-11-26 02:03:12,5.7,low,64,2.0,False
T-dc725e,A-e51ec7,2023-11-11 09:15:00,2023-11-13 03:51:28,42.6,urgent,135,2.0,False
T-658214,A-e51ec7,2023-12-11 20:52:00,2023-12-12 12:10:40,15.3,medium,92,,False
T-5d35e1,A-e51ec7,2023-10-16 08:59:00,2023-10-17 04:09:15,19.2,medium,61,,False
T-2294a6,A-e51ec7,2024-02-10 17:30:00,2024-02-12 01:39:45,32.2,medium,180,,True
T-b78732,A-e51ec7,2024-02-25 07:12:00,2024-02-26 20:13:42,37.0,high,71,2.0,False
T-6d83e7,A-e51ec7,2023-10-21 14:32:00,2023-10-21 23:16:14,8.7,low,74,1.0,False
T-9023af,A-e51ec7,2024-02-12 13:34:00,2024-02-15 06:02:39,64.5,urgent,129,3.0,False
T-8403d4,A-e51ec7,2023-11-10 09:20:00,2023-11-13 09:20:00,72.0,medium,120,3.0,True
T-1a365b,A-f3ff05,2024-10-08 13:11:00,2024-10-09 03:54:36,14.7,low,56,3.0,False
T-cc5037,A-f3ff05,2024-11-21 13:23:00,2024-11-22 10:10:43,20.8,high,43,4.0,False
T-d2774f,A-f3ff05,2024-12-17 10:40:00,2024-12-20 10:40:00,72.0,medium,92,,False
T-49db87,A-f3ff05,2024-11-17 20:26:00,2024-11-18 16:14:36,19.8,medium,42,,False
T-b8d1e0,A-92a3af,2024-08-11 10:04:00,2024-08-14 10:04:00,72.0,urgent,59,,False
T-9955f1,A-92a3af,2024-09-15 15:48:00,2024-09-18 07:43:55,63.9,urgent,90,,True
T-2a82d0,A-92a3af,2024-08-25 12:44:00,2024-08-26 16:04:02,27.3,medium,180,2.0,False
T-6e455a,A-92a3af,2024-09-22 17:20:00,2024-09-23 21:21:37,28.0,low,93,2.0,True
T-8744fe,A-92a3af,2024-12-26 11:20:00,2024-12-28 21:39:48,58.3,high,114,2.0,True
T-5788ee,A-c222ab,2024-08-08 20:00:00,2024-08-10 10:07:03,38.1,low,88,,True
T-e8cc42,A-c222ab,2024-12-01 07:56:00,2024-12-02 02:49:58,18.9,urgent,162,,True
T-188a63,A-c222ab,2024-06-12 20:03:00,2024-06-14 00:46:31,28.7,medium,131,2.0,False
T-a5ae2e,A-c222ab,2024-12-25 07:09:00,2024-12-27 03:58:30,44.8,low,73,2.0,False
T-83d3d5,A-c222ab,2024-05-20 11:37:00,2024-05-21 09:34:43,22.0,high,37,3.0,True
T-18dff8,A-c222ab,2024-12-22 08:45:00,2024-12-24 13:40:46,52.9,low,137,2.0,True
T-cee4d9,A-c222ab,2024-10-27 12:53:00,2024-10-29 02:17:20,37.4,urgent,75,2.0,False
T-508cae,A-c222ab,2024-09-06 15:05:00,2024-09-07 02:20:27,11.3,medium,16,3.0,False
T-42ea80,A-c222ab,2024-07-26 11:12:00,2024-07-27 01:13:06,14.0,urgent,140,4.0,True
T-b2846c,A-c222ab,2024-09-23 09:41:00,2024-09-25 08:18:02,46.6,medium,43,3.0,True
T-f0fa28,A-854864,2024-12-29 18:12:00,2024-12-31 04:18:17,34.1,low,77,5.0,False
T-9052bd,A-854864,2024-12-30 15:24:00,2025-01-02 10:17:15,66.9,urgent,53,2.0,False
T-b882cc,A-854864,2024-12-16 11:57:00,2024-12-18 18:02:02,54.1,urgent,69,4.0,False
T-12a31a,A-854864,2024-12-12 17:52:00,2024-12-13 07:02:49,13.2,urgent,35,3.0,False
T-630b5a,A-854864,2024-12-07 20:32:00,2024-12-08 19:43:29,23.2,urgent,41,,False
T-92ad06,A-854864,2024-12-10 12:39:00,2024-12-11 21:05:23,32.4,medium,148,2.0,False
T-cceb8f,A-297a2d,2023-06-08 19:31:00,2023-06-10 12:23:41,40.9,urgent,51,,False
T-5abdbc,A-b9eed8,2024-10-30 08:51:00,2024-10-30 22:15:36,13.4,low,42,4.0,False
T-4bdc86,A-b9eed8,2024-04-22 10:10:00,2024-04-22 17:31:32,7.4,low,103,5.0,False
T-9c1719,A-b9eed8,2024-02-24 19:03:00,2024-02-25 20:47:52,25.7,low,89,,False
T-f26381,A-f45426,2024-10-13 09:14:00,2024-10-13 12:51:45,3.6,low,101,3.0,False
T-b81be4,A-f45426,2024-12-13 19:43:00,2024-12-14 10:39:05,14.9,medium,133,,False
T-778bb8,A-f45426,2024-11-25 12:12:00,2024-11-28 12:12:00,72.0,low,35,2.0,False
T-91888c,A-f45426,2024-12-09 14:59:00,2024-12-10 08:54:20,17.9,medium,69,3.0,False
